TP conc. (mg/mL),cell line,inhibitor,ligand,readout,raw_val
0.25,SW48 H1047R,GDC-0068,HGF,EGFR.Y1068.XP,1.342387606
0.25,SW48 H1047R,GDC-0068,HGF,EGFR.Y1068.XP,1.250513832
0.25,SW48 H1047R,GDC-0068,HGF,EGFR.Y1068.XP,1.33017603
0.5,SW48 H1047R,GDC-0068,HGF,EGFR.Y1068.XP,1.164739
0.5,SW48 H1047R,GDC-0068,HGF,EGFR.Y1068.XP,1.256087231
0.5,SW48 H1047R,GDC-0068,HGF,EGFR.Y1068.XP,1.187259781
0.5,SW48 H1047R,GDC-0068,HGF,EGFR.Y1068.XP,1.308152068
0.25,SW48 H1047R,DMSO,HGF,EGFR.Y1068.XP,1.096283159
0.25,SW48 H1047R,DMSO,HGF,EGFR.Y1068.XP,1.229150459
0.25,SW48 H1047R,DMSO,HGF,EGFR.Y1068.XP,1.16437374
0.25,SW48 H1047R,DMSO,HGF,EGFR.Y1068.XP,1.147005383
0.5,SW48 H1047R,DMSO,HGF,EGFR.Y1068.XP,1.108652026
0.5,SW48 H1047R,DMSO,HGF,EGFR.Y1068.XP,1.187758485
0.5,SW48 H1047R,DMSO,HGF,EGFR.Y1068.XP,1.091757746
0.5,SW48 H1047R,DMSO,HGF,EGFR.Y1068.XP,1.185613432
0.25,SW48 H1047R,GDC-0973,IGF,EGFR.Y1068.XP,1.182637654
0.25,SW48 H1047R,GDC-0973,IGF,EGFR.Y1068.XP,1.344416616
0.25,SW48 H1047R,GDC-0973,IGF,EGFR.Y1068.XP,1.222978442
0.25,SW48 H1047R,GDC-0973,IGF,EGFR.Y1068.XP,1.589384659
0.5,SW48 H1047R,GDC-0973,IGF,EGFR.Y1068.XP,1.275958954
0.5,SW48 H1047R,GDC-0973,IGF,EGFR.Y1068.XP,1.307672338
0.5,SW48 H1047R,GDC-0973,IGF,EGFR.Y1068.XP,1.224852722
0.5,SW48 H1047R,GDC-0973,IGF,EGFR.Y1068.XP,1.505263793
0.25,SW48 H1047R,Erlotinib,IGF,EGFR.Y1068.XP,0.842826951
0.25,SW48 H1047R,Erlotinib,IGF,EGFR.Y1068.XP,1.0317388
0.25,SW48 H1047R,Erlotinib,IGF,EGFR.Y1068.XP,0.941010886
0.25,SW48 H1047R,Erlotinib,IGF,EGFR.Y1068.XP,1.034911039
0.5,SW48 H1047R,Erlotinib,IGF,EGFR.Y1068.XP,0.889525968
0.5,SW48 H1047R,Erlotinib,IGF,EGFR.Y1068.XP,1.039762806
0.5,SW48 H1047R,Erlotinib,IGF,EGFR.Y1068.XP,0.878536381
0.5,SW48 H1047R,Erlotinib,IGF,EGFR.Y1068.XP,1.064323766
0.25,SW48 H1047R,GDC-0068,IGF,EGFR.Y1068.XP,1.020384364
0.25,SW48 H1047R,GDC-0068,IGF,EGFR.Y1068.XP,1.274062028
0.25,SW48 H1047R,GDC-0068,IGF,EGFR.Y1068.XP,1.255216904
0.25,SW48 H1047R,GDC-0068,IGF,EGFR.Y1068.XP,1.196713736
0.5,SW48 H1047R,GDC-0068,IGF,EGFR.Y1068.XP,1.075945247
0.5,SW48 H1047R,GDC-0068,IGF,EGFR.Y1068.XP,1.270176473
0.5,SW48 H1047R,GDC-0068,IGF,EGFR.Y1068.XP,1.294714431
0.5,SW48 H1047R,GDC-0068,IGF,EGFR.Y1068.XP,1.263224273
0.25,SW48 H1047R,DMSO,IGF,EGFR.Y1068.XP,1.069949538
0.25,SW48 H1047R,DMSO,IGF,EGFR.Y1068.XP,1.227458669
0.25,SW48 H1047R,DMSO,IGF,EGFR.Y1068.XP,1.383229418
0.25,SW48 H1047R,DMSO,IGF,EGFR.Y1068.XP,1.232606848
0.5,SW48 H1047R,DMSO,IGF,EGFR.Y1068.XP,1.105551551
0.5,SW48 H1047R,DMSO,IGF,EGFR.Y1068.XP,1.286659674
0.5,SW48 H1047R,DMSO,IGF,EGFR.Y1068.XP,1.363672588
0.5,SW48 H1047R,DMSO,IGF,EGFR.Y1068.XP,1.268294959
0.25,SW48 parental,GDC-0973,PBS,eIF4G.S1108,0.813957033
0.25,SW48 parental,GDC-0973,PBS,eIF4G.S1108,0.635563651
0.25,SW48 parental,GDC-0973,PBS,eIF4G.S1108,0.872264369
0.25,SW48 parental,GDC-0973,PBS,eIF4G.S1108,0.854110352
0.5,SW48 parental,GDC-0973,PBS,eIF4G.S1108,0.768235097
0.5,SW48 parental,GDC-0973,PBS,eIF4G.S1108,0.646434224
0.5,SW48 parental,GDC-0973,PBS,eIF4G.S1108,0.845073122
0.5,SW48 parental,GDC-0973,PBS,eIF4G.S1108,0.819012597
0.25,SW48 parental,Erlotinib,PBS,eIF4G.S1108,0.87798066
0.25,SW48 parental,Erlotinib,PBS,eIF4G.S1108,0.757691345
0.25,SW48 parental,Erlotinib,PBS,eIF4G.S1108,0.949319736
0.25,SW48 parental,Erlotinib,PBS,eIF4G.S1108,0.964287268
0.5,SW48 parental,Erlotinib,PBS,eIF4G.S1108,0.849915413
0.5,SW48 parental,Erlotinib,PBS,eIF4G.S1108,0.752884713
0.5,SW48 parental,Erlotinib,PBS,eIF4G.S1108,0.965969774
0.5,SW48 parental,Erlotinib,PBS,eIF4G.S1108,0.970232726
0.25,SW48 parental,GDC-0068,PBS,eIF4G.S1108,0.645144991
0.25,SW48 parental,GDC-0068,PBS,eIF4G.S1108,0.587616094
0.25,SW48 parental,GDC-0068,PBS,eIF4G.S1108,0.549007948
0.25,SW48 parental,GDC-0068,PBS,eIF4G.S1108,0.585585443
0.5,SW48 parental,GDC-0068,PBS,eIF4G.S1108,0.598209073
0.5,SW48 parental,GDC-0068,PBS,eIF4G.S1108,0.543869283
0.5,SW48 parental,GDC-0068,PBS,eIF4G.S1108,0.555162031
0.5,SW48 parental,GDC-0068,PBS,eIF4G.S1108,0.575423623
0.25,SW48 parental,DMSO,PBS,eIF4G.S1108,0.97965564
0.25,SW48 parental,DMSO,PBS,eIF4G.S1108,0.909965773
0.25,SW48 parental,DMSO,PBS,eIF4G.S1108,0.803721011
0.25,SW48 parental,DMSO,PBS,eIF4G.S1108,0.886957791
0.5,SW48 parental,DMSO,PBS,eIF4G.S1108,0.935046591
0.5,SW48 parental,DMSO,PBS,eIF4G.S1108,0.823016993
0.5,SW48 parental,DMSO,PBS,eIF4G.S1108,0.8116352
0.5,SW48 parental,DMSO,PBS,eIF4G.S1108,0.851024455
0.25,SW48 parental,GDC-0973,EGF,eIF4G.S1108,2.299504902
0.25,SW48 parental,GDC-0973,EGF,eIF4G.S1108,2.06746416
0.25,SW48 parental,GDC-0973,EGF,eIF4G.S1108,1.969674338
0.25,SW48 parental,GDC-0973,EGF,eIF4G.S1108,2.038263239
0.5,SW48 parental,GDC-0973,EGF,eIF4G.S1108,2.6207671
0.5,SW48 parental,GDC-0973,EGF,eIF4G.S1108,2.308510758
0.5,SW48 parental,GDC-0973,EGF,eIF4G.S1108,2.197900323
0.5,SW48 parental,GDC-0973,EGF,eIF4G.S1108,2.138226336
0.25,SW48 parental,Erlotinib,EGF,eIF4G.S1108,1.711001515
0.25,SW48 parental,Erlotinib,EGF,eIF4G.S1108,1.528548066
0.25,SW48 parental,Erlotinib,EGF,eIF4G.S1108,1.368907836
0.25,SW48 parental,Erlotinib,EGF,eIF4G.S1108,1.465167712
0.5,SW48 parental,Erlotinib,EGF,eIF4G.S1108,1.828232195
0.5,SW48 parental,Erlotinib,EGF,eIF4G.S1108,1.605477348
0.5,SW48 parental,Erlotinib,EGF,eIF4G.S1108,1.517756677
0.5,SW48 parental,Erlotinib,EGF,eIF4G.S1108,1.55916381
0.25,SW48 parental,GDC-0068,EGF,eIF4G.S1108,1.205464143
0.25,SW48 parental,GDC-0068,EGF,eIF4G.S1108,1.098721673
0.25,SW48 parental,GDC-0068,EGF,eIF4G.S1108,1.305371735
0.25,SW48 parental,GDC-0068,EGF,eIF4G.S1108,1.343307248
0.5,SW48 parental,GDC-0068,EGF,eIF4G.S1108,1.173096571
0.5,SW48 parental,GDC-0068,EGF,eIF4G.S1108,1.117701286
0.5,SW48 parental,GDC-0068,EGF,eIF4G.S1108,1.446219448
0.5,SW48 parental,GDC-0068,EGF,eIF4G.S1108,1.353429082
0.25,SW48 parental,DMSO,EGF,eIF4G.S1108,1.700469993
0.25,SW48 parental,DMSO,EGF,eIF4G.S1108,1.670157289
0.25,SW48 parental,DMSO,EGF,eIF4G.S1108,1.766452615
0.25,SW48 parental,DMSO,EGF,eIF4G.S1108,1.841032621
0.5,SW48 parental,DMSO,EGF,eIF4G.S1108,1.765695354
0.5,SW48 parental,DMSO,EGF,eIF4G.S1108,1.716731412
0.5,SW48 parental,DMSO,EGF,eIF4G.S1108,1.873337829
0.5,SW48 parental,DMSO,EGF,eIF4G.S1108,1.879036374
0.25,SW48 parental,GDC-0973,HGF,eIF4G.S1108,1.381491593
0.25,SW48 parental,GDC-0973,HGF,eIF4G.S1108,1.407757488
0.25,SW48 parental,GDC-0973,HGF,eIF4G.S1108,1.366853843
0.25,SW48 parental,GDC-0973,HGF,eIF4G.S1108,1.396534288
0.5,SW48 parental,GDC-0973,HGF,eIF4G.S1108,1.403458817
0.5,SW48 parental,GDC-0973,HGF,eIF4G.S1108,1.411194342
0.5,SW48 parental,GDC-0973,HGF,eIF4G.S1108,1.522463748
0.5,SW48 parental,GDC-0973,HGF,eIF4G.S1108,1.498771876
0.25,SW48 parental,Erlotinib,HGF,eIF4G.S1108,1.745080051
0.25,SW48 parental,Erlotinib,HGF,eIF4G.S1108,1.662667993
0.25,SW48 parental,Erlotinib,HGF,eIF4G.S1108,1.506670374
0.25,SW48 parental,Erlotinib,HGF,eIF4G.S1108,1.672656533
0.5,SW48 parental,Erlotinib,HGF,eIF4G.S1108,1.804776914
0.5,SW48 parental,Erlotinib,HGF,eIF4G.S1108,1.742514843
0.5,SW48 parental,Erlotinib,HGF,eIF4G.S1108,1.67168544
0.5,SW48 parental,Erlotinib,HGF,eIF4G.S1108,1.728427728
0.25,SW48 parental,GDC-0068,HGF,eIF4G.S1108,0.906583223
0.25,SW48 parental,GDC-0068,HGF,eIF4G.S1108,0.807369597
0.25,SW48 parental,GDC-0068,HGF,eIF4G.S1108,0.76371408
0.25,SW48 parental,GDC-0068,HGF,eIF4G.S1108,0.796900375
0.5,SW48 parental,GDC-0068,HGF,eIF4G.S1108,0.893027837
0.5,SW48 parental,GDC-0068,HGF,eIF4G.S1108,0.803544
0.5,SW48 parental,GDC-0068,HGF,eIF4G.S1108,0.7356699
0.5,SW48 parental,GDC-0068,HGF,eIF4G.S1108,0.758916314
0.25,SW48 parental,DMSO,HGF,eIF4G.S1108,1.32416295
0.25,SW48 parental,DMSO,HGF,eIF4G.S1108,1.168461569
0.25,SW48 parental,DMSO,HGF,eIF4G.S1108,1.544895042
0.25,SW48 parental,DMSO,HGF,eIF4G.S1108,1.461439314
0.5,SW48 parental,DMSO,HGF,eIF4G.S1108,1.404211446
0.5,SW48 parental,DMSO,HGF,eIF4G.S1108,1.245074464
0.5,SW48 parental,DMSO,HGF,eIF4G.S1108,1.696742394
0.5,SW48 parental,DMSO,HGF,eIF4G.S1108,1.523444184
0.25,SW48 parental,GDC-0973,IGF,eIF4G.S1108,2.007949119
0.25,SW48 parental,GDC-0973,IGF,eIF4G.S1108,1.960484255
0.25,SW48 parental,GDC-0973,IGF,eIF4G.S1108,1.640946726
0.25,SW48 parental,GDC-0973,IGF,eIF4G.S1108,1.763002009
0.5,SW48 parental,GDC-0973,IGF,eIF4G.S1108,2.292147869
0.5,SW48 parental,GDC-0973,IGF,eIF4G.S1108,2.135433509
0.5,SW48 parental,GDC-0973,IGF,eIF4G.S1108,1.855054247
0.5,SW48 parental,GDC-0973,IGF,eIF4G.S1108,1.914103603
0.25,SW48 parental,Erlotinib,IGF,eIF4G.S1108,1.758750109
0.25,SW48 parental,Erlotinib,IGF,eIF4G.S1108,1.574791173
0.25,SW48 parental,Erlotinib,IGF,eIF4G.S1108,1.953996258
0.25,SW48 parental,Erlotinib,IGF,eIF4G.S1108,1.851236505
0.5,SW48 parental,Erlotinib,IGF,eIF4G.S1108,1.907329608
0.5,SW48 parental,Erlotinib,IGF,eIF4G.S1108,1.699508826
0.5,SW48 parental,Erlotinib,IGF,eIF4G.S1108,2.157721818
0.5,SW48 parental,Erlotinib,IGF,eIF4G.S1108,1.934327311
0.25,SW48 parental,GDC-0068,IGF,eIF4G.S1108,0.928800767
0.25,SW48 parental,GDC-0068,IGF,eIF4G.S1108,0.887499165
0.25,SW48 parental,GDC-0068,IGF,eIF4G.S1108,0.845982386
0.25,SW48 parental,GDC-0068,IGF,eIF4G.S1108,0.92053909
0.5,SW48 parental,GDC-0068,IGF,eIF4G.S1108,0.901386649
0.5,SW48 parental,GDC-0068,IGF,eIF4G.S1108,0.835759341
0.5,SW48 parental,GDC-0068,IGF,eIF4G.S1108,0.813384231
0.5,SW48 parental,GDC-0068,IGF,eIF4G.S1108,0.891243776
0.25,SW48 parental,DMSO,IGF,eIF4G.S1108,1.796946102
0.25,SW48 parental,DMSO,IGF,eIF4G.S1108,1.795858137
0.25,SW48 parental,DMSO,IGF,eIF4G.S1108,1.613268532
0.25,SW48 parental,DMSO,IGF,eIF4G.S1108,1.699295566
0.5,SW48 parental,DMSO,IGF,eIF4G.S1108,1.900659896
0.5,SW48 parental,DMSO,IGF,eIF4G.S1108,1.835183354
0.5,SW48 parental,DMSO,IGF,eIF4G.S1108,1.770638418
0.5,SW48 parental,DMSO,IGF,eIF4G.S1108,1.740328429
0.25,SW48 E545K,GDC-0973,PBS,eIF4G.S1108,0.823385898
0.25,SW48 E545K,GDC-0973,PBS,eIF4G.S1108,0.875781197
0.25,SW48 E545K,GDC-0973,PBS,eIF4G.S1108,0.66366408
0.25,SW48 E545K,GDC-0973,PBS,eIF4G.S1108,0.789812462
0.5,SW48 E545K,GDC-0973,PBS,eIF4G.S1108,0.833552689
0.5,SW48 E545K,GDC-0973,PBS,eIF4G.S1108,0.847794846
0.5,SW48 E545K,GDC-0973,PBS,eIF4G.S1108,0.715845086
0.5,SW48 E545K,GDC-0973,PBS,eIF4G.S1108,0.802801502
0.25,SW48 E545K,Erlotinib,PBS,eIF4G.S1108,0.787467717
0.25,SW48 E545K,Erlotinib,PBS,eIF4G.S1108,0.831448758
0.25,SW48 E545K,Erlotinib,PBS,eIF4G.S1108,0.630435911
0.25,SW48 E545K,Erlotinib,PBS,eIF4G.S1108,0.746086022
0.5,SW48 E545K,Erlotinib,PBS,eIF4G.S1108,0.946507213
0.5,SW48 E545K,Erlotinib,PBS,eIF4G.S1108,0.905481462
0.5,SW48 E545K,Erlotinib,PBS,eIF4G.S1108,0.715523614
0.5,SW48 E545K,Erlotinib,PBS,eIF4G.S1108,0.817522806
0.25,SW48 E545K,GDC-0068,PBS,eIF4G.S1108,0.322765795
0.25,SW48 E545K,GDC-0068,PBS,eIF4G.S1108,0.317130978
0.25,SW48 E545K,GDC-0068,PBS,eIF4G.S1108,0.310710371
0.25,SW48 E545K,GDC-0068,PBS,eIF4G.S1108,0.36324268
0.5,SW48 E545K,GDC-0068,PBS,eIF4G.S1108,0.302632748
0.5,SW48 E545K,GDC-0068,PBS,eIF4G.S1108,0.283937207
0.5,SW48 E545K,GDC-0068,PBS,eIF4G.S1108,0.293324723
0.5,SW48 E545K,GDC-0068,PBS,eIF4G.S1108,0.321285286
0.25,SW48 E545K,DMSO,PBS,eIF4G.S1108,0.851171807
0.25,SW48 E545K,DMSO,PBS,eIF4G.S1108,0.816356986
0.25,SW48 E545K,DMSO,PBS,eIF4G.S1108,0.852605806
0.25,SW48 E545K,DMSO,PBS,eIF4G.S1108,0.973993016
0.5,SW48 E545K,DMSO,PBS,eIF4G.S1108,0.901558593
0.5,SW48 E545K,DMSO,PBS,eIF4G.S1108,0.824793645
0.5,SW48 E545K,DMSO,PBS,eIF4G.S1108,0.91953681
0.5,SW48 E545K,DMSO,PBS,eIF4G.S1108,0.953580319
0.25,SW48 E545K,GDC-0973,EGF,eIF4G.S1108,1.521225641
0.25,SW48 E545K,GDC-0973,EGF,eIF4G.S1108,1.302819881
0.25,SW48 E545K,GDC-0973,EGF,eIF4G.S1108,1.409502408
0.25,SW48 E545K,GDC-0973,EGF,eIF4G.S1108,1.560441826
0.5,SW48 E545K,GDC-0973,EGF,eIF4G.S1108,1.561811442
0.5,SW48 E545K,GDC-0973,EGF,eIF4G.S1108,1.412754776
0.5,SW48 E545K,GDC-0973,EGF,eIF4G.S1108,1.568826656
0.5,SW48 E545K,GDC-0973,EGF,eIF4G.S1108,1.627906425
0.25,SW48 E545K,Erlotinib,EGF,eIF4G.S1108,1.371691892
0.25,SW48 E545K,Erlotinib,EGF,eIF4G.S1108,1.331695366
0.25,SW48 E545K,Erlotinib,EGF,eIF4G.S1108,1.195103268
0.25,SW48 E545K,Erlotinib,EGF,eIF4G.S1108,1.375870668
0.5,SW48 E545K,Erlotinib,EGF,eIF4G.S1108,1.351055309
0.5,SW48 E545K,Erlotinib,EGF,eIF4G.S1108,1.310021449
0.5,SW48 E545K,Erlotinib,EGF,eIF4G.S1108,1.1639267
0.5,SW48 E545K,Erlotinib,EGF,eIF4G.S1108,1.377533593
0.25,SW48 E545K,GDC-0068,EGF,eIF4G.S1108,0.719268438
0.25,SW48 E545K,GDC-0068,EGF,eIF4G.S1108,0.75932767
0.25,SW48 E545K,GDC-0068,EGF,eIF4G.S1108,0.491198612
0.25,SW48 E545K,GDC-0068,EGF,eIF4G.S1108,0.677588183
0.5,SW48 E545K,GDC-0068,EGF,eIF4G.S1108,0.661622265
0.5,SW48 E545K,GDC-0068,EGF,eIF4G.S1108,0.71259224
0.5,SW48 E545K,GDC-0068,EGF,eIF4G.S1108,0.520130909
0.5,SW48 E545K,GDC-0068,EGF,eIF4G.S1108,0.659855119
0.25,SW48 E545K,DMSO,EGF,eIF4G.S1108,1.470979714
0.25,SW48 E545K,DMSO,EGF,eIF4G.S1108,1.541312323
0.25,SW48 E545K,DMSO,EGF,eIF4G.S1108,1.123144562
0.25,SW48 E545K,DMSO,EGF,eIF4G.S1108,1.395696446
0.5,SW48 E545K,DMSO,EGF,eIF4G.S1108,1.671036202
0.5,SW48 E545K,DMSO,EGF,eIF4G.S1108,1.716586641
0.5,SW48 E545K,DMSO,EGF,eIF4G.S1108,1.227308982
0.5,SW48 E545K,DMSO,EGF,eIF4G.S1108,1.500747851
0.25,SW48 E545K,GDC-0973,HGF,eIF4G.S1108,1.16830345
0.25,SW48 E545K,GDC-0973,HGF,eIF4G.S1108,1.211756213
0.25,SW48 E545K,GDC-0973,HGF,eIF4G.S1108,0.811057226
0.25,SW48 E545K,GDC-0973,HGF,eIF4G.S1108,1.022479262
0.5,SW48 E545K,GDC-0973,HGF,eIF4G.S1108,1.173140234
0.5,SW48 E545K,GDC-0973,HGF,eIF4G.S1108,1.230796778
0.5,SW48 E545K,GDC-0973,HGF,eIF4G.S1108,0.898397961
0.5,SW48 E545K,GDC-0973,HGF,eIF4G.S1108,1.069712791
0.25,SW48 E545K,Erlotinib,HGF,eIF4G.S1108,1.271514061
0.25,SW48 E545K,Erlotinib,HGF,eIF4G.S1108,1.310794918
0.25,SW48 E545K,Erlotinib,HGF,eIF4G.S1108,0.897129655
0.25,SW48 E545K,Erlotinib,HGF,eIF4G.S1108,1.176567541
0.5,SW48 E545K,Erlotinib,HGF,eIF4G.S1108,1.360882496
0.5,SW48 E545K,Erlotinib,HGF,eIF4G.S1108,1.413317826
0.5,SW48 E545K,Erlotinib,HGF,eIF4G.S1108,0.938766013
0.5,SW48 E545K,Erlotinib,HGF,eIF4G.S1108,1.222859228
0.25,SW48 E545K,GDC-0068,HGF,eIF4G.S1108,0.38449463
0.25,SW48 E545K,GDC-0068,HGF,eIF4G.S1108,0.354304645
0.25,SW48 E545K,GDC-0068,HGF,eIF4G.S1108,0.423019697
0.25,SW48 E545K,GDC-0068,HGF,eIF4G.S1108,0.413748423
0.5,SW48 E545K,GDC-0068,HGF,eIF4G.S1108,0.340950733
0.5,SW48 E545K,GDC-0068,HGF,eIF4G.S1108,0.316875547
0.5,SW48 E545K,GDC-0068,HGF,eIF4G.S1108,0.407194533
0.5,SW48 E545K,GDC-0068,HGF,eIF4G.S1108,0.371139761
0.25,SW48 E545K,DMSO,HGF,eIF4G.S1108,1.175969467
0.25,SW48 E545K,DMSO,HGF,eIF4G.S1108,1.105922843
0.25,SW48 E545K,DMSO,HGF,eIF4G.S1108,1.224837473
0.25,SW48 E545K,DMSO,HGF,eIF4G.S1108,1.181139988
0.5,SW48 E545K,DMSO,HGF,eIF4G.S1108,1.176344813
0.5,SW48 E545K,DMSO,HGF,eIF4G.S1108,1.146504669
0.5,SW48 E545K,DMSO,HGF,eIF4G.S1108,1.286386166
0.5,SW48 E545K,DMSO,HGF,eIF4G.S1108,1.199482328
0.25,SW48 E545K,GDC-0973,IGF,eIF4G.S1108,1.077513592
0.25,SW48 E545K,GDC-0973,IGF,eIF4G.S1108,0.982692237
0.25,SW48 E545K,GDC-0973,IGF,eIF4G.S1108,1.213639835
0.25,SW48 E545K,GDC-0973,IGF,eIF4G.S1108,1.198894023
0.5,SW48 E545K,GDC-0973,IGF,eIF4G.S1108,1.167110079
0.5,SW48 E545K,GDC-0973,IGF,eIF4G.S1108,1.026308323
0.5,SW48 E545K,GDC-0973,IGF,eIF4G.S1108,1.298444529
0.5,SW48 E545K,GDC-0973,IGF,eIF4G.S1108,1.14882836
0.25,SW48 E545K,Erlotinib,IGF,eIF4G.S1108,1.151110501
0.25,SW48 E545K,Erlotinib,IGF,eIF4G.S1108,1.105258158
0.25,SW48 E545K,Erlotinib,IGF,eIF4G.S1108,1.331973282
0.25,SW48 E545K,Erlotinib,IGF,eIF4G.S1108,1.266624505
0.5,SW48 E545K,Erlotinib,IGF,eIF4G.S1108,1.261167536
0.5,SW48 E545K,Erlotinib,IGF,eIF4G.S1108,1.127301374
0.5,SW48 E545K,Erlotinib,IGF,eIF4G.S1108,1.458488112
0.5,SW48 E545K,Erlotinib,IGF,eIF4G.S1108,1.328545871
0.25,SW48 E545K,GDC-0068,IGF,eIF4G.S1108,0.364957263
0.25,SW48 E545K,GDC-0068,IGF,eIF4G.S1108,0.395230012
0.25,SW48 E545K,GDC-0068,IGF,eIF4G.S1108,0.399182922
0.25,SW48 E545K,GDC-0068,IGF,eIF4G.S1108,0.407204507
0.5,SW48 E545K,GDC-0068,IGF,eIF4G.S1108,0.344975097
0.5,SW48 E545K,GDC-0068,IGF,eIF4G.S1108,0.354914367
0.5,SW48 E545K,GDC-0068,IGF,eIF4G.S1108,0.346363619
0.5,SW48 E545K,GDC-0068,IGF,eIF4G.S1108,0.353551122
0.25,SW48 E545K,DMSO,IGF,eIF4G.S1108,1.219413092
0.25,SW48 E545K,DMSO,IGF,eIF4G.S1108,1.215051793
0.25,SW48 E545K,DMSO,IGF,eIF4G.S1108,1.20918674
0.25,SW48 E545K,DMSO,IGF,eIF4G.S1108,1.195728582
0.5,SW48 E545K,DMSO,IGF,eIF4G.S1108,1.348266058
0.5,SW48 E545K,DMSO,IGF,eIF4G.S1108,1.290003257
0.5,SW48 E545K,DMSO,IGF,eIF4G.S1108,1.345565909
0.5,SW48 E545K,DMSO,IGF,eIF4G.S1108,1.274592769
0.25,SW48 H1047R,GDC-0973,PBS,eIF4G.S1108,0.921204868
0.25,SW48 H1047R,GDC-0973,PBS,eIF4G.S1108,0.89796834
0.25,SW48 H1047R,GDC-0973,PBS,eIF4G.S1108,0.846068114
0.25,SW48 H1047R,GDC-0973,PBS,eIF4G.S1108,0.862441625
0.5,SW48 H1047R,GDC-0973,PBS,eIF4G.S1108,0.971176482
0.5,SW48 H1047R,GDC-0973,PBS,eIF4G.S1108,0.886828044
0.5,SW48 H1047R,GDC-0973,PBS,eIF4G.S1108,0.90462933
0.5,SW48 H1047R,GDC-0973,PBS,eIF4G.S1108,0.881451965
0.25,SW48 H1047R,Erlotinib,PBS,eIF4G.S1108,1.031206869
0.25,SW48 H1047R,Erlotinib,PBS,eIF4G.S1108,0.997572509
0.25,SW48 H1047R,Erlotinib,PBS,eIF4G.S1108,0.95069006
0.25,SW48 H1047R,Erlotinib,PBS,eIF4G.S1108,0.894604548
0.5,SW48 H1047R,Erlotinib,PBS,eIF4G.S1108,1.054254896
0.5,SW48 H1047R,Erlotinib,PBS,eIF4G.S1108,0.957975949
0.5,SW48 H1047R,Erlotinib,PBS,eIF4G.S1108,0.997862571
0.5,SW48 H1047R,Erlotinib,PBS,eIF4G.S1108,0.901772784
0.25,SW48 H1047R,GDC-0068,PBS,eIF4G.S1108,0.559940621
0.25,SW48 H1047R,GDC-0068,PBS,eIF4G.S1108,0.500660696
0.25,SW48 H1047R,GDC-0068,PBS,eIF4G.S1108,0.639113091
0.25,SW48 H1047R,GDC-0068,PBS,eIF4G.S1108,0.638600547
0.5,SW48 H1047R,GDC-0068,PBS,eIF4G.S1108,0.574578549
0.5,SW48 H1047R,GDC-0068,PBS,eIF4G.S1108,0.486975193
0.5,SW48 H1047R,GDC-0068,PBS,eIF4G.S1108,0.647077044
0.5,SW48 H1047R,GDC-0068,PBS,eIF4G.S1108,0.60785731
0.25,SW48 H1047R,DMSO,PBS,eIF4G.S1108,1.120804661
0.25,SW48 H1047R,DMSO,PBS,eIF4G.S1108,1.033843552
0.25,SW48 H1047R,DMSO,PBS,eIF4G.S1108,1.291542395
0.25,SW48 H1047R,DMSO,PBS,eIF4G.S1108,1.337288776
0.5,SW48 H1047R,DMSO,PBS,eIF4G.S1108,1.231327288
0.5,SW48 H1047R,DMSO,PBS,eIF4G.S1108,1.036253644
0.5,SW48 H1047R,DMSO,PBS,eIF4G.S1108,1.391234654
0.5,SW48 H1047R,DMSO,PBS,eIF4G.S1108,1.30391527
0.25,SW48 H1047R,GDC-0973,EGF,eIF4G.S1108,1.713922659
0.25,SW48 H1047R,GDC-0973,EGF,eIF4G.S1108,1.522237143
0.25,SW48 H1047R,GDC-0973,EGF,eIF4G.S1108,1.712100961
0.25,SW48 H1047R,GDC-0973,EGF,eIF4G.S1108,1.748887222
0.5,SW48 H1047R,GDC-0973,EGF,eIF4G.S1108,1.83747862
0.5,SW48 H1047R,GDC-0973,EGF,eIF4G.S1108,1.553827679
0.5,SW48 H1047R,GDC-0973,EGF,eIF4G.S1108,1.997286387
0.5,SW48 H1047R,GDC-0973,EGF,eIF4G.S1108,1.941106612
0.25,SW48 H1047R,Erlotinib,EGF,eIF4G.S1108,1.519860907
0.25,SW48 H1047R,Erlotinib,EGF,eIF4G.S1108,1.46603408
0.25,SW48 H1047R,Erlotinib,EGF,eIF4G.S1108,1.56324265
0.25,SW48 H1047R,Erlotinib,EGF,eIF4G.S1108,1.557777813
0.5,SW48 H1047R,Erlotinib,EGF,eIF4G.S1108,1.694558531
0.5,SW48 H1047R,Erlotinib,EGF,eIF4G.S1108,1.546221483
0.5,SW48 H1047R,Erlotinib,EGF,eIF4G.S1108,1.647882707
0.5,SW48 H1047R,Erlotinib,EGF,eIF4G.S1108,1.567917396
0.25,SW48 H1047R,GDC-0068,EGF,eIF4G.S1108,1.094445403
0.25,SW48 H1047R,GDC-0068,EGF,eIF4G.S1108,1.053462406
0.25,SW48 H1047R,GDC-0068,EGF,eIF4G.S1108,1.010365378
0.25,SW48 H1047R,GDC-0068,EGF,eIF4G.S1108,0.987387065
0.5,SW48 H1047R,GDC-0068,EGF,eIF4G.S1108,1.236274115
0.5,SW48 H1047R,GDC-0068,EGF,eIF4G.S1108,1.10919315
0.5,SW48 H1047R,GDC-0068,EGF,eIF4G.S1108,1.057495913
0.5,SW48 H1047R,GDC-0068,EGF,eIF4G.S1108,0.961279526
