TP conc. (mg/mL),cell line,inhibitor,ligand,readout,raw_val
0.5,SW48 parental,DMSO,IGF,ERK1.2.T202.Y204,0.977320239
0.25,SW48 E545K,GDC-0973,PBS,ERK1.2.T202.Y204,0.560297773
0.25,SW48 E545K,GDC-0973,PBS,ERK1.2.T202.Y204,0.65882462
0.25,SW48 E545K,GDC-0973,PBS,ERK1.2.T202.Y204,0.521899202
0.25,SW48 E545K,GDC-0973,PBS,ERK1.2.T202.Y204,0.53928837
0.5,SW48 E545K,GDC-0973,PBS,ERK1.2.T202.Y204,0.534171067
0.5,SW48 E545K,GDC-0973,PBS,ERK1.2.T202.Y204,0.610674106
0.5,SW48 E545K,GDC-0973,PBS,ERK1.2.T202.Y204,0.537471278
0.5,SW48 E545K,GDC-0973,PBS,ERK1.2.T202.Y204,0.543202406
0.25,SW48 E545K,Erlotinib,PBS,ERK1.2.T202.Y204,1.000789408
0.25,SW48 E545K,Erlotinib,PBS,ERK1.2.T202.Y204,1.055263366
0.25,SW48 E545K,Erlotinib,PBS,ERK1.2.T202.Y204,1.012184009
0.25,SW48 E545K,Erlotinib,PBS,ERK1.2.T202.Y204,1.038300342
0.5,SW48 E545K,Erlotinib,PBS,ERK1.2.T202.Y204,1.099501277
0.5,SW48 E545K,Erlotinib,PBS,ERK1.2.T202.Y204,1.097799087
0.5,SW48 E545K,Erlotinib,PBS,ERK1.2.T202.Y204,1.113769788
0.5,SW48 E545K,Erlotinib,PBS,ERK1.2.T202.Y204,1.111187471
0.25,SW48 E545K,GDC-0068,PBS,ERK1.2.T202.Y204,0.822209228
0.25,SW48 E545K,GDC-0068,PBS,ERK1.2.T202.Y204,1.015241617
0.25,SW48 E545K,GDC-0068,PBS,ERK1.2.T202.Y204,0.835185742
0.25,SW48 E545K,GDC-0068,PBS,ERK1.2.T202.Y204,0.93651669
0.5,SW48 E545K,GDC-0068,PBS,ERK1.2.T202.Y204,0.834316767
0.5,SW48 E545K,GDC-0068,PBS,ERK1.2.T202.Y204,1.042813124
0.5,SW48 E545K,GDC-0068,PBS,ERK1.2.T202.Y204,0.830401482
0.5,SW48 E545K,GDC-0068,PBS,ERK1.2.T202.Y204,0.909426989
0.25,SW48 E545K,DMSO,PBS,ERK1.2.T202.Y204,0.804086925
0.25,SW48 E545K,DMSO,PBS,ERK1.2.T202.Y204,1.006148831
0.25,SW48 E545K,DMSO,PBS,ERK1.2.T202.Y204,0.810066683
0.25,SW48 E545K,DMSO,PBS,ERK1.2.T202.Y204,0.93317017
0.5,SW48 E545K,DMSO,PBS,ERK1.2.T202.Y204,0.811621151
0.5,SW48 E545K,DMSO,PBS,ERK1.2.T202.Y204,0.972525146
0.5,SW48 E545K,DMSO,PBS,ERK1.2.T202.Y204,0.80595357
0.5,SW48 E545K,DMSO,PBS,ERK1.2.T202.Y204,0.91577814
0.25,SW48 E545K,GDC-0973,EGF,ERK1.2.T202.Y204,5.046994596
0.25,SW48 E545K,GDC-0973,EGF,ERK1.2.T202.Y204,4.777668515
0.25,SW48 E545K,GDC-0973,EGF,ERK1.2.T202.Y204,5.522897032
0.25,SW48 E545K,GDC-0973,EGF,ERK1.2.T202.Y204,5.657646205
0.5,SW48 E545K,GDC-0973,EGF,ERK1.2.T202.Y204,5.694932387
0.5,SW48 E545K,GDC-0973,EGF,ERK1.2.T202.Y204,5.128315053
0.5,SW48 E545K,GDC-0973,EGF,ERK1.2.T202.Y204,6.239734004
0.5,SW48 E545K,GDC-0973,EGF,ERK1.2.T202.Y204,6.338414243
0.25,SW48 E545K,Erlotinib,EGF,ERK1.2.T202.Y204,2.079391598
0.25,SW48 E545K,Erlotinib,EGF,ERK1.2.T202.Y204,2.146929276
0.25,SW48 E545K,Erlotinib,EGF,ERK1.2.T202.Y204,2.504185829
0.25,SW48 E545K,Erlotinib,EGF,ERK1.2.T202.Y204,2.56121637
0.5,SW48 E545K,Erlotinib,EGF,ERK1.2.T202.Y204,2.25220628
0.5,SW48 E545K,Erlotinib,EGF,ERK1.2.T202.Y204,2.159723402
0.5,SW48 E545K,Erlotinib,EGF,ERK1.2.T202.Y204,2.468964367
0.5,SW48 E545K,Erlotinib,EGF,ERK1.2.T202.Y204,2.618286616
0.25,SW48 E545K,GDC-0068,EGF,ERK1.2.T202.Y204,13.7994939
0.25,SW48 E545K,GDC-0068,EGF,ERK1.2.T202.Y204,13.17493266
0.25,SW48 E545K,GDC-0068,EGF,ERK1.2.T202.Y204,15.02336119
0.25,SW48 E545K,GDC-0068,EGF,ERK1.2.T202.Y204,14.93194006
0.5,SW48 E545K,GDC-0068,EGF,ERK1.2.T202.Y204,16.68787907
0.5,SW48 E545K,GDC-0068,EGF,ERK1.2.T202.Y204,15.46717475
0.5,SW48 E545K,GDC-0068,EGF,ERK1.2.T202.Y204,18.38462852
0.5,SW48 E545K,GDC-0068,EGF,ERK1.2.T202.Y204,17.573586
0.25,SW48 E545K,DMSO,EGF,ERK1.2.T202.Y204,7.930384649
0.25,SW48 E545K,DMSO,EGF,ERK1.2.T202.Y204,7.786708006
0.25,SW48 E545K,DMSO,EGF,ERK1.2.T202.Y204,8.689150926
0.25,SW48 E545K,DMSO,EGF,ERK1.2.T202.Y204,9.205537228
0.5,SW48 E545K,DMSO,EGF,ERK1.2.T202.Y204,9.237321649
0.5,SW48 E545K,DMSO,EGF,ERK1.2.T202.Y204,8.588880134
0.5,SW48 E545K,DMSO,EGF,ERK1.2.T202.Y204,10.27178234
0.5,SW48 E545K,DMSO,EGF,ERK1.2.T202.Y204,11.09077841
0.25,SW48 E545K,GDC-0973,HGF,ERK1.2.T202.Y204,0.71790663
0.25,SW48 E545K,GDC-0973,HGF,ERK1.2.T202.Y204,0.768469723
0.25,SW48 E545K,GDC-0973,HGF,ERK1.2.T202.Y204,0.617483073
0.25,SW48 E545K,GDC-0973,HGF,ERK1.2.T202.Y204,0.748857762
0.5,SW48 E545K,GDC-0973,HGF,ERK1.2.T202.Y204,0.82726629
0.5,SW48 E545K,GDC-0973,HGF,ERK1.2.T202.Y204,0.856018386
0.5,SW48 E545K,GDC-0973,HGF,ERK1.2.T202.Y204,0.648545949
0.5,SW48 E545K,GDC-0973,HGF,ERK1.2.T202.Y204,0.784444607
0.25,SW48 E545K,Erlotinib,HGF,ERK1.2.T202.Y204,2.612317215
0.25,SW48 E545K,Erlotinib,HGF,ERK1.2.T202.Y204,2.803528683
0.25,SW48 E545K,Erlotinib,HGF,ERK1.2.T202.Y204,2.618003475
0.25,SW48 E545K,Erlotinib,HGF,ERK1.2.T202.Y204,2.929420859
0.5,SW48 E545K,Erlotinib,HGF,ERK1.2.T202.Y204,2.848368013
0.5,SW48 E545K,Erlotinib,HGF,ERK1.2.T202.Y204,2.963885596
0.5,SW48 E545K,Erlotinib,HGF,ERK1.2.T202.Y204,2.87098228
0.5,SW48 E545K,Erlotinib,HGF,ERK1.2.T202.Y204,3.157871284
0.25,SW48 E545K,GDC-0068,HGF,ERK1.2.T202.Y204,2.338163499
0.25,SW48 E545K,GDC-0068,HGF,ERK1.2.T202.Y204,2.096271656
0.25,SW48 E545K,GDC-0068,HGF,ERK1.2.T202.Y204,2.708815039
0.25,SW48 E545K,GDC-0068,HGF,ERK1.2.T202.Y204,2.396003535
0.5,SW48 E545K,GDC-0068,HGF,ERK1.2.T202.Y204,2.604884616
0.5,SW48 E545K,GDC-0068,HGF,ERK1.2.T202.Y204,2.277148659
0.5,SW48 E545K,GDC-0068,HGF,ERK1.2.T202.Y204,2.797191858
0.5,SW48 E545K,GDC-0068,HGF,ERK1.2.T202.Y204,2.465635408
0.25,SW48 E545K,DMSO,HGF,ERK1.2.T202.Y204,2.601924135
0.25,SW48 E545K,DMSO,HGF,ERK1.2.T202.Y204,2.374074569
0.25,SW48 E545K,DMSO,HGF,ERK1.2.T202.Y204,3.224932894
0.25,SW48 E545K,DMSO,HGF,ERK1.2.T202.Y204,2.685011948
0.5,SW48 E545K,DMSO,HGF,ERK1.2.T202.Y204,2.966021305
0.5,SW48 E545K,DMSO,HGF,ERK1.2.T202.Y204,2.569680886
0.5,SW48 E545K,DMSO,HGF,ERK1.2.T202.Y204,3.295638474
0.5,SW48 E545K,DMSO,HGF,ERK1.2.T202.Y204,2.697038738
0.25,SW48 E545K,GDC-0973,IGF,ERK1.2.T202.Y204,0.582505401
0.25,SW48 E545K,GDC-0973,IGF,ERK1.2.T202.Y204,0.591151269
0.25,SW48 E545K,GDC-0973,IGF,ERK1.2.T202.Y204,0.534626769
0.25,SW48 E545K,GDC-0973,IGF,ERK1.2.T202.Y204,0.612265216
0.5,SW48 E545K,GDC-0973,IGF,ERK1.2.T202.Y204,0.599679481
0.5,SW48 E545K,GDC-0973,IGF,ERK1.2.T202.Y204,0.59957801
0.5,SW48 E545K,GDC-0973,IGF,ERK1.2.T202.Y204,0.539278074
0.5,SW48 E545K,GDC-0973,IGF,ERK1.2.T202.Y204,0.615910594
0.25,SW48 E545K,Erlotinib,IGF,ERK1.2.T202.Y204,0.718336133
0.25,SW48 E545K,Erlotinib,IGF,ERK1.2.T202.Y204,0.756818411
0.25,SW48 E545K,Erlotinib,IGF,ERK1.2.T202.Y204,0.729316773
0.25,SW48 E545K,Erlotinib,IGF,ERK1.2.T202.Y204,0.780786173
0.5,SW48 E545K,Erlotinib,IGF,ERK1.2.T202.Y204,0.804775301
0.5,SW48 E545K,Erlotinib,IGF,ERK1.2.T202.Y204,0.727204196
0.5,SW48 E545K,Erlotinib,IGF,ERK1.2.T202.Y204,0.750705412
0.5,SW48 E545K,Erlotinib,IGF,ERK1.2.T202.Y204,0.80668777
0.25,SW48 E545K,GDC-0068,IGF,ERK1.2.T202.Y204,1.222495183
0.25,SW48 E545K,GDC-0068,IGF,ERK1.2.T202.Y204,1.158913263
0.25,SW48 E545K,GDC-0068,IGF,ERK1.2.T202.Y204,1.242216023
0.25,SW48 E545K,GDC-0068,IGF,ERK1.2.T202.Y204,1.173065901
0.5,SW48 E545K,GDC-0068,IGF,ERK1.2.T202.Y204,1.363315993
0.5,SW48 E545K,GDC-0068,IGF,ERK1.2.T202.Y204,1.296669469
0.5,SW48 E545K,GDC-0068,IGF,ERK1.2.T202.Y204,1.304632438
0.5,SW48 E545K,GDC-0068,IGF,ERK1.2.T202.Y204,1.226904584
0.25,SW48 E545K,DMSO,IGF,ERK1.2.T202.Y204,0.868083899
0.25,SW48 E545K,DMSO,IGF,ERK1.2.T202.Y204,0.854521836
0.25,SW48 E545K,DMSO,IGF,ERK1.2.T202.Y204,0.794890136
0.25,SW48 E545K,DMSO,IGF,ERK1.2.T202.Y204,0.846977374
0.5,SW48 E545K,DMSO,IGF,ERK1.2.T202.Y204,0.87431772
0.5,SW48 E545K,DMSO,IGF,ERK1.2.T202.Y204,0.799815223
0.5,SW48 E545K,DMSO,IGF,ERK1.2.T202.Y204,0.836208043
0.5,SW48 E545K,DMSO,IGF,ERK1.2.T202.Y204,0.825623845
0.25,SW48 H1047R,GDC-0973,PBS,ERK1.2.T202.Y204,0.633575856
0.25,SW48 H1047R,GDC-0973,PBS,ERK1.2.T202.Y204,0.560378676
0.25,SW48 H1047R,GDC-0973,PBS,ERK1.2.T202.Y204,0.568150541
0.25,SW48 H1047R,GDC-0973,PBS,ERK1.2.T202.Y204,0.584212557
0.5,SW48 H1047R,GDC-0973,PBS,ERK1.2.T202.Y204,0.620429429
0.5,SW48 H1047R,GDC-0973,PBS,ERK1.2.T202.Y204,0.564558875
0.5,SW48 H1047R,GDC-0973,PBS,ERK1.2.T202.Y204,0.549646307
0.5,SW48 H1047R,GDC-0973,PBS,ERK1.2.T202.Y204,0.589605239
0.25,SW48 H1047R,Erlotinib,PBS,ERK1.2.T202.Y204,0.837815227
0.25,SW48 H1047R,Erlotinib,PBS,ERK1.2.T202.Y204,0.755326203
0.25,SW48 H1047R,Erlotinib,PBS,ERK1.2.T202.Y204,0.714326005
0.25,SW48 H1047R,Erlotinib,PBS,ERK1.2.T202.Y204,0.719207186
0.5,SW48 H1047R,Erlotinib,PBS,ERK1.2.T202.Y204,0.918012371
0.5,SW48 H1047R,Erlotinib,PBS,ERK1.2.T202.Y204,0.806515079
0.5,SW48 H1047R,Erlotinib,PBS,ERK1.2.T202.Y204,0.734997645
0.5,SW48 H1047R,Erlotinib,PBS,ERK1.2.T202.Y204,0.720252568
0.25,SW48 H1047R,GDC-0068,PBS,ERK1.2.T202.Y204,0.826444224
0.25,SW48 H1047R,GDC-0068,PBS,ERK1.2.T202.Y204,0.794578331
0.25,SW48 H1047R,GDC-0068,PBS,ERK1.2.T202.Y204,0.85231137
0.25,SW48 H1047R,GDC-0068,PBS,ERK1.2.T202.Y204,0.834407719
0.5,SW48 H1047R,GDC-0068,PBS,ERK1.2.T202.Y204,0.844898486
0.5,SW48 H1047R,GDC-0068,PBS,ERK1.2.T202.Y204,0.798055571
0.5,SW48 H1047R,GDC-0068,PBS,ERK1.2.T202.Y204,0.849052348
0.5,SW48 H1047R,GDC-0068,PBS,ERK1.2.T202.Y204,0.837174037
0.25,SW48 H1047R,DMSO,PBS,ERK1.2.T202.Y204,0.928078757
0.25,SW48 H1047R,DMSO,PBS,ERK1.2.T202.Y204,0.942039255
0.25,SW48 H1047R,DMSO,PBS,ERK1.2.T202.Y204,0.971940862
0.25,SW48 H1047R,DMSO,PBS,ERK1.2.T202.Y204,0.995378442
0.5,SW48 H1047R,DMSO,PBS,ERK1.2.T202.Y204,1.002975573
0.5,SW48 H1047R,DMSO,PBS,ERK1.2.T202.Y204,0.958478132
0.5,SW48 H1047R,DMSO,PBS,ERK1.2.T202.Y204,1.058897468
0.5,SW48 H1047R,DMSO,PBS,ERK1.2.T202.Y204,1.00101091
0.25,SW48 H1047R,GDC-0973,EGF,ERK1.2.T202.Y204,3.995980644
0.25,SW48 H1047R,GDC-0973,EGF,ERK1.2.T202.Y204,3.845939988
0.25,SW48 H1047R,GDC-0973,EGF,ERK1.2.T202.Y204,4.761388287
0.25,SW48 H1047R,GDC-0973,EGF,ERK1.2.T202.Y204,4.137566725
0.5,SW48 H1047R,GDC-0973,EGF,ERK1.2.T202.Y204,4.296633785
0.5,SW48 H1047R,GDC-0973,EGF,ERK1.2.T202.Y204,4.064022519
0.5,SW48 H1047R,GDC-0973,EGF,ERK1.2.T202.Y204,5.076659181
0.5,SW48 H1047R,GDC-0973,EGF,ERK1.2.T202.Y204,4.225976232
0.25,SW48 H1047R,Erlotinib,EGF,ERK1.2.T202.Y204,2.407777759
0.25,SW48 H1047R,Erlotinib,EGF,ERK1.2.T202.Y204,2.503541965
0.25,SW48 H1047R,Erlotinib,EGF,ERK1.2.T202.Y204,2.808808669
0.25,SW48 H1047R,Erlotinib,EGF,ERK1.2.T202.Y204,2.410635504
0.5,SW48 H1047R,Erlotinib,EGF,ERK1.2.T202.Y204,2.671821091
0.5,SW48 H1047R,Erlotinib,EGF,ERK1.2.T202.Y204,2.700312164
0.5,SW48 H1047R,Erlotinib,EGF,ERK1.2.T202.Y204,2.778099736
0.5,SW48 H1047R,Erlotinib,EGF,ERK1.2.T202.Y204,2.395676547
0.25,SW48 H1047R,GDC-0068,EGF,ERK1.2.T202.Y204,3.132856308
0.25,SW48 H1047R,GDC-0068,EGF,ERK1.2.T202.Y204,2.983042198
0.25,SW48 H1047R,GDC-0068,EGF,ERK1.2.T202.Y204,3.06475552
0.25,SW48 H1047R,GDC-0068,EGF,ERK1.2.T202.Y204,2.779645389
0.5,SW48 H1047R,GDC-0068,EGF,ERK1.2.T202.Y204,3.080877794
0.5,SW48 H1047R,GDC-0068,EGF,ERK1.2.T202.Y204,2.969479657
0.5,SW48 H1047R,GDC-0068,EGF,ERK1.2.T202.Y204,2.943011644
0.5,SW48 H1047R,GDC-0068,EGF,ERK1.2.T202.Y204,2.46714526
0.25,SW48 H1047R,DMSO,EGF,ERK1.2.T202.Y204,2.802675233
0.25,SW48 H1047R,DMSO,EGF,ERK1.2.T202.Y204,2.779426565
0.25,SW48 H1047R,DMSO,EGF,ERK1.2.T202.Y204,2.92042968
0.25,SW48 H1047R,DMSO,EGF,ERK1.2.T202.Y204,2.574231668
0.5,SW48 H1047R,DMSO,EGF,ERK1.2.T202.Y204,2.840953444
0.5,SW48 H1047R,DMSO,EGF,ERK1.2.T202.Y204,2.768667895
0.5,SW48 H1047R,DMSO,EGF,ERK1.2.T202.Y204,3.017023632
0.5,SW48 H1047R,DMSO,EGF,ERK1.2.T202.Y204,2.495350439
0.25,SW48 H1047R,GDC-0973,HGF,ERK1.2.T202.Y204,1.714979414
0.25,SW48 H1047R,GDC-0973,HGF,ERK1.2.T202.Y204,1.535948171
0.25,SW48 H1047R,GDC-0973,HGF,ERK1.2.T202.Y204,1.601697521
0.25,SW48 H1047R,GDC-0973,HGF,ERK1.2.T202.Y204,1.544471465
0.5,SW48 H1047R,GDC-0973,HGF,ERK1.2.T202.Y204,0.891602063
0.5,SW48 H1047R,GDC-0973,HGF,ERK1.2.T202.Y204,1.057196802
0.5,SW48 H1047R,GDC-0973,HGF,ERK1.2.T202.Y204,1.042938906
0.5,SW48 H1047R,GDC-0973,HGF,ERK1.2.T202.Y204,1.045333128
0.25,SW48 H1047R,Erlotinib,HGF,ERK1.2.T202.Y204,2.841541782
0.25,SW48 H1047R,Erlotinib,HGF,ERK1.2.T202.Y204,2.636777617
0.25,SW48 H1047R,Erlotinib,HGF,ERK1.2.T202.Y204,2.97278832
0.25,SW48 H1047R,Erlotinib,HGF,ERK1.2.T202.Y204,2.87512214
0.5,SW48 H1047R,Erlotinib,HGF,ERK1.2.T202.Y204,3.057830793
0.5,SW48 H1047R,Erlotinib,HGF,ERK1.2.T202.Y204,2.814535532
0.5,SW48 H1047R,Erlotinib,HGF,ERK1.2.T202.Y204,3.221193025
0.5,SW48 H1047R,Erlotinib,HGF,ERK1.2.T202.Y204,2.985230721
0.25,SW48 H1047R,GDC-0068,HGF,ERK1.2.T202.Y204,2.120115611
0.25,SW48 H1047R,GDC-0068,HGF,ERK1.2.T202.Y204,2.15700758
0.25,SW48 H1047R,GDC-0068,HGF,ERK1.2.T202.Y204,2.328936271
0.25,SW48 H1047R,GDC-0068,HGF,ERK1.2.T202.Y204,2.235717973
0.5,SW48 H1047R,GDC-0068,HGF,ERK1.2.T202.Y204,2.392216704
0.5,SW48 H1047R,GDC-0068,HGF,ERK1.2.T202.Y204,2.431204165
0.5,SW48 H1047R,GDC-0068,HGF,ERK1.2.T202.Y204,2.340476566
0.5,SW48 H1047R,GDC-0068,HGF,ERK1.2.T202.Y204,2.166567932
0.25,SW48 H1047R,DMSO,HGF,ERK1.2.T202.Y204,1.486707306
0.25,SW48 H1047R,DMSO,HGF,ERK1.2.T202.Y204,1.607096017
0.25,SW48 H1047R,DMSO,HGF,ERK1.2.T202.Y204,1.491556892
0.25,SW48 H1047R,DMSO,HGF,ERK1.2.T202.Y204,1.457097422
0.5,SW48 H1047R,DMSO,HGF,ERK1.2.T202.Y204,1.527402625
0.5,SW48 H1047R,DMSO,HGF,ERK1.2.T202.Y204,1.649600488
0.5,SW48 H1047R,DMSO,HGF,ERK1.2.T202.Y204,1.534627523
0.5,SW48 H1047R,DMSO,HGF,ERK1.2.T202.Y204,1.473960016
0.25,SW48 H1047R,GDC-0973,IGF,ERK1.2.T202.Y204,0.551197349
0.25,SW48 H1047R,GDC-0973,IGF,ERK1.2.T202.Y204,0.731685095
0.25,SW48 H1047R,GDC-0973,IGF,ERK1.2.T202.Y204,0.707423655
0.25,SW48 H1047R,GDC-0973,IGF,ERK1.2.T202.Y204,0.728051168
0.5,SW48 H1047R,GDC-0973,IGF,ERK1.2.T202.Y204,0.572093154
0.5,SW48 H1047R,GDC-0973,IGF,ERK1.2.T202.Y204,0.693805998
0.5,SW48 H1047R,GDC-0973,IGF,ERK1.2.T202.Y204,0.670079388
0.5,SW48 H1047R,GDC-0973,IGF,ERK1.2.T202.Y204,0.691456776
0.25,SW48 H1047R,Erlotinib,IGF,ERK1.2.T202.Y204,0.709256815
0.25,SW48 H1047R,Erlotinib,IGF,ERK1.2.T202.Y204,0.86873785
0.25,SW48 H1047R,Erlotinib,IGF,ERK1.2.T202.Y204,0.755689949
0.25,SW48 H1047R,Erlotinib,IGF,ERK1.2.T202.Y204,0.818605023
0.5,SW48 H1047R,Erlotinib,IGF,ERK1.2.T202.Y204,0.695359288
0.5,SW48 H1047R,Erlotinib,IGF,ERK1.2.T202.Y204,0.875166663
0.5,SW48 H1047R,Erlotinib,IGF,ERK1.2.T202.Y204,0.780090006
0.5,SW48 H1047R,Erlotinib,IGF,ERK1.2.T202.Y204,0.866052576
0.25,SW48 H1047R,GDC-0068,IGF,ERK1.2.T202.Y204,1.369503268
0.25,SW48 H1047R,GDC-0068,IGF,ERK1.2.T202.Y204,1.47904222
0.25,SW48 H1047R,GDC-0068,IGF,ERK1.2.T202.Y204,1.340941666
0.25,SW48 H1047R,GDC-0068,IGF,ERK1.2.T202.Y204,1.445758338
0.5,SW48 H1047R,GDC-0068,IGF,ERK1.2.T202.Y204,1.420679572
0.5,SW48 H1047R,GDC-0068,IGF,ERK1.2.T202.Y204,1.473139683
0.5,SW48 H1047R,GDC-0068,IGF,ERK1.2.T202.Y204,1.326040743
0.5,SW48 H1047R,GDC-0068,IGF,ERK1.2.T202.Y204,1.402035439
0.25,SW48 H1047R,DMSO,IGF,ERK1.2.T202.Y204,1.214806617
0.25,SW48 H1047R,DMSO,IGF,ERK1.2.T202.Y204,1.364272297
0.25,SW48 H1047R,DMSO,IGF,ERK1.2.T202.Y204,1.279172021
0.25,SW48 H1047R,DMSO,IGF,ERK1.2.T202.Y204,1.403120751
0.5,SW48 H1047R,DMSO,IGF,ERK1.2.T202.Y204,1.273997039
0.5,SW48 H1047R,DMSO,IGF,ERK1.2.T202.Y204,1.339888694
0.5,SW48 H1047R,DMSO,IGF,ERK1.2.T202.Y204,1.275365726
0.5,SW48 H1047R,DMSO,IGF,ERK1.2.T202.Y204,1.357565944
0.25,SW48 parental,GDC-0973,PBS,Bad.S112,0.728496368
0.25,SW48 parental,GDC-0973,PBS,Bad.S112,0.577359139
0.25,SW48 parental,GDC-0973,PBS,Bad.S112,0.74319408
0.25,SW48 parental,GDC-0973,PBS,Bad.S112,0.714280058
0.5,SW48 parental,GDC-0973,PBS,Bad.S112,0.642486771
0.5,SW48 parental,GDC-0973,PBS,Bad.S112,0.506837104
0.5,SW48 parental,GDC-0973,PBS,Bad.S112,0.677200491
0.5,SW48 parental,GDC-0973,PBS,Bad.S112,0.68952903
0.25,SW48 parental,Erlotinib,PBS,Bad.S112,0.92266287
0.25,SW48 parental,Erlotinib,PBS,Bad.S112,0.786175933
0.25,SW48 parental,Erlotinib,PBS,Bad.S112,0.898078067
0.25,SW48 parental,Erlotinib,PBS,Bad.S112,0.848442347
0.5,SW48 parental,Erlotinib,PBS,Bad.S112,0.829173832
0.5,SW48 parental,Erlotinib,PBS,Bad.S112,0.72099572
0.5,SW48 parental,Erlotinib,PBS,Bad.S112,0.873625433
0.5,SW48 parental,Erlotinib,PBS,Bad.S112,0.815207495
0.25,SW48 parental,GDC-0068,PBS,Bad.S112,0.805838011
0.25,SW48 parental,GDC-0068,PBS,Bad.S112,0.73227706
0.25,SW48 parental,GDC-0068,PBS,Bad.S112,0.849720357
0.25,SW48 parental,GDC-0068,PBS,Bad.S112,0.81797261
0.5,SW48 parental,GDC-0068,PBS,Bad.S112,0.768935854
0.5,SW48 parental,GDC-0068,PBS,Bad.S112,0.718493845
0.5,SW48 parental,GDC-0068,PBS,Bad.S112,0.816542822
0.5,SW48 parental,GDC-0068,PBS,Bad.S112,0.765889689
0.25,SW48 parental,DMSO,PBS,Bad.S112,0.954487049
0.25,SW48 parental,DMSO,PBS,Bad.S112,0.85469676
0.25,SW48 parental,DMSO,PBS,Bad.S112,0.946052671
0.25,SW48 parental,DMSO,PBS,Bad.S112,0.930198649
0.5,SW48 parental,DMSO,PBS,Bad.S112,0.920552985
0.5,SW48 parental,DMSO,PBS,Bad.S112,0.792587682
0.5,SW48 parental,DMSO,PBS,Bad.S112,0.937200261
0.5,SW48 parental,DMSO,PBS,Bad.S112,0.914080056
0.25,SW48 parental,GDC-0973,EGF,Bad.S112,3.261045052
0.25,SW48 parental,GDC-0973,EGF,Bad.S112,3.146874581
0.25,SW48 parental,GDC-0973,EGF,Bad.S112,3.496580908
0.25,SW48 parental,GDC-0973,EGF,Bad.S112,3.16669139
0.5,SW48 parental,GDC-0973,EGF,Bad.S112,3.32283669
0.5,SW48 parental,GDC-0973,EGF,Bad.S112,2.965715586
0.5,SW48 parental,GDC-0973,EGF,Bad.S112,3.549570634
0.5,SW48 parental,GDC-0973,EGF,Bad.S112,3.152381937
0.25,SW48 parental,Erlotinib,EGF,Bad.S112,1.979327448
0.25,SW48 parental,Erlotinib,EGF,Bad.S112,1.796194889
0.25,SW48 parental,Erlotinib,EGF,Bad.S112,2.045915563
0.25,SW48 parental,Erlotinib,EGF,Bad.S112,1.875350164
0.5,SW48 parental,Erlotinib,EGF,Bad.S112,1.987096511
0.5,SW48 parental,Erlotinib,EGF,Bad.S112,1.641322805
0.5,SW48 parental,Erlotinib,EGF,Bad.S112,2.179126102
0.5,SW48 parental,Erlotinib,EGF,Bad.S112,1.997210381
0.25,SW48 parental,GDC-0068,EGF,Bad.S112,2.732909593
0.25,SW48 parental,GDC-0068,EGF,Bad.S112,2.473455754
0.25,SW48 parental,GDC-0068,EGF,Bad.S112,2.978325017
0.25,SW48 parental,GDC-0068,EGF,Bad.S112,2.727599559
0.5,SW48 parental,GDC-0068,EGF,Bad.S112,2.5402859
0.5,SW48 parental,GDC-0068,EGF,Bad.S112,2.212602205
0.5,SW48 parental,GDC-0068,EGF,Bad.S112,2.959262758
0.5,SW48 parental,GDC-0068,EGF,Bad.S112,2.496466457
0.25,SW48 parental,DMSO,EGF,Bad.S112,3.184586147
0.25,SW48 parental,DMSO,EGF,Bad.S112,3.020973092
0.25,SW48 parental,DMSO,EGF,Bad.S112,3.505726163
0.25,SW48 parental,DMSO,EGF,Bad.S112,3.233819261
0.5,SW48 parental,DMSO,EGF,Bad.S112,3.259045352
0.5,SW48 parental,DMSO,EGF,Bad.S112,3.044721915
0.5,SW48 parental,DMSO,EGF,Bad.S112,3.783403087
0.5,SW48 parental,DMSO,EGF,Bad.S112,3.287248087
0.25,SW48 parental,GDC-0973,HGF,Bad.S112,1.101173398
0.25,SW48 parental,GDC-0973,HGF,Bad.S112,1.010137926
0.25,SW48 parental,GDC-0973,HGF,Bad.S112,1.073361489
0.25,SW48 parental,GDC-0973,HGF,Bad.S112,1.084088164
0.5,SW48 parental,GDC-0973,HGF,Bad.S112,0.992474639
0.5,SW48 parental,GDC-0973,HGF,Bad.S112,0.860906984
0.5,SW48 parental,GDC-0973,HGF,Bad.S112,1.053671706
0.5,SW48 parental,GDC-0973,HGF,Bad.S112,1.020834894
0.25,SW48 parental,Erlotinib,HGF,Bad.S112,1.948558992
0.25,SW48 parental,Erlotinib,HGF,Bad.S112,1.657152057
0.25,SW48 parental,Erlotinib,HGF,Bad.S112,1.779878354
0.25,SW48 parental,Erlotinib,HGF,Bad.S112,1.705627613
0.5,SW48 parental,Erlotinib,HGF,Bad.S112,1.807394355
0.5,SW48 parental,Erlotinib,HGF,Bad.S112,1.614894149
0.5,SW48 parental,Erlotinib,HGF,Bad.S112,1.827315791
0.5,SW48 parental,Erlotinib,HGF,Bad.S112,1.824862074
0.25,SW48 parental,GDC-0068,HGF,Bad.S112,1.464177048
0.25,SW48 parental,GDC-0068,HGF,Bad.S112,1.318500322
0.25,SW48 parental,GDC-0068,HGF,Bad.S112,1.431559438
0.25,SW48 parental,GDC-0068,HGF,Bad.S112,1.367217725
